,activity_type,acc_x,acc_y,acc_z
68941,Falling,963,-191,86
68942,Falling,958,-77,63
68943,Falling,980,-37,-25
68944,Falling,1044,-140,122
68945,Falling,1189,93,249
68946,Falling,1136,98,96
68947,Falling,1070,-16,-49
68948,Falling,1021,-25,-92
68949,Falling,920,-77,-261
68950,Falling,830,-24,-375
68951,Falling,700,-36,-545
68952,Falling,523,-72,-687
68953,Falling,431,-31,-817
68954,Falling,421,-38,-833
68955,Falling,397,-33,-838
68956,Falling,271,-59,-881
68957,Falling,126,-96,-948
68958,Falling,6,-59,-957
68959,Falling,-222,-106,-1234
68960,Falling,-39,-36,-988
68961,Falling,-6,-68,-979
68962,Falling,-22,-83,-980
68963,Falling,-63,-55,-1019
68964,Falling,-180,-85,-1147
68965,Falling,-84,-41,-1035
68966,Falling,97,-58,-934
68967,Falling,313,-79,-798
68968,Falling,414,-81,-743
68969,Falling,557,-73,-642
68970,Falling,710,6,-527
68971,Falling,829,-27,-331
68972,Falling,953,-7,-194
68973,Falling,994,-83,-36
68974,Falling,944,-84,32
68975,Falling,971,-340,236
68976,Falling,1021,68,117
68977,Falling,1005,-86,91
68978,Falling,1021,-49,60
68979,Falling,985,35,-31
68980,Falling,1023,-108,28
68981,Falling,991,-100,125
68982,Falling,1111,-167,-76
68983,Falling,1056,-99,-45
68984,Falling,983,48,20
68985,Falling,877,224,17
68986,Falling,741,454,-20
68987,Falling,573,684,-43
68988,Falling,387,894,-48
68989,Falling,201,947,-62
68990,Falling,153,884,-73
68991,Falling,307,980,-20
68992,Falling,1,1091,-16
68993,Falling,-158,1037,10
68994,Falling,-80,992,-71
68995,Falling,-32,984,-33
68996,Falling,-30,991,-52
68997,Falling,-56,1066,-78
68998,Falling,-17,1118,-120
68999,Falling,56,1047,-57
69000,Falling,139,955,-70
69001,Falling,246,923,25
69002,Falling,450,831,58
69003,Falling,599,709,-11
69004,Falling,763,470,44
69005,Falling,833,382,10
69006,Falling,932,255,117
69007,Falling,969,154,65
69008,Falling,1032,15,106
69009,Falling,1031,-21,95
69010,Falling,1096,54,94
69011,Falling,995,-47,55
69012,Falling,998,-44,27
69013,Falling,997,67,119
69014,Falling,996,-76,187
69015,Falling,507,189,486
69016,Falling,838,-105,252
69017,Falling,1023,124,244
69018,Falling,851,-31,509
69019,Falling,780,-37,633
69020,Falling,737,46,724
69021,Falling,531,50,798
69022,Falling,421,18,876
69023,Falling,321,133,1031
69024,Falling,299,120,1071
69025,Falling,263,-40,987
69026,Falling,115,25,976
69027,Falling,-150,363,572
69028,Falling,306,297,1021
69029,Falling,-32,159,1006
69030,Falling,3,27,1026
69031,Falling,15,48,1010
69032,Falling,-42,4,1011
69033,Falling,-8,60,1020
69034,Falling,-4,15,1053
69035,Falling,22,10,1106
69036,Falling,35,-11,1079
69037,Falling,163,45,1100
69038,Falling,273,62,1015
69039,Falling,433,42,905
69040,Falling,606,-4,779
69041,Falling,613,106,661
69042,Falling,793,-5,553
69043,Falling,918,-7,431
69044,Falling,898,14,213
69045,Falling,960,69,108
69046,Falling,484,136,0
69047,Falling,992,-88,-79
69048,Falling,1031,-140,-4
69049,Falling,1026,-225,60
69050,Falling,1029,-108,45
69051,Falling,1104,-157,34
69052,Falling,1111,-76,87
69053,Falling,940,-63,1
69054,Falling,1107,-69,131
69055,Falling,962,-289,180
69056,Falling,1019,-276,31
69057,Falling,761,-550,-108
69058,Falling,637,-623,146
69059,Falling,483,-725,167
69060,Falling,308,-865,70
69061,Falling,100,-982,48
69062,Falling,-154,-1081,106
69063,Falling,-202,-1291,110
69064,Falling,-165,-962,95
69065,Falling,-4,-1013,67
69066,Falling,15,-1011,87
69067,Falling,20,-1017,69
69068,Falling,-10,-1030,82
69069,Falling,-77,-1076,92
69070,Falling,-40,-1127,99
69071,Falling,137,-1051,67
69072,Falling,338,-1022,37
69073,Falling,309,-786,45
69074,Falling,389,-809,92
69075,Falling,661,-696,33
69076,Falling,719,-548,51
69077,Falling,776,-403,141
69078,Falling,919,-132,9
69079,Falling,1011,-152,145
69080,Falling,1049,-34,93
69081,Falling,1133,-560,73
69082,Falling,1012,3,87
69083,Falling,1096,64,89
69084,Falling,1196,99,138
69085,Falling,1089,19,58
69086,Falling,1040,41,-27
69087,Falling,975,-65,-168
69088,Falling,824,-82,-357
69089,Falling,789,-80,-457
69090,Falling,721,-4,-550
69091,Falling,631,-38,-639
69092,Falling,497,-47,-736
69093,Falling,410,-36,-809
69094,Falling,262,-79,-877
69095,Falling,103,-48,-980
69096,Falling,25,-35,-1010
69097,Falling,18,-60,-990
69098,Falling,-154,-72,-1169
69099,Falling,-14,85,-921
69100,Falling,9,-35,-978
69101,Falling,-9,-89,-988
69102,Falling,-41,-77,-1028
69103,Falling,-149,-57,-1100
69104,Falling,5,-47,-1014
69105,Falling,206,-57,-879
69106,Falling,365,-54,-793
69107,Falling,427,-63,-791
69108,Falling,532,-82,-683
69109,Falling,695,-19,-538
69110,Falling,751,-51,-349
69111,Falling,817,-50,-139
69112,Falling,854,48,48
69113,Falling,962,-32,182
69114,Falling,1064,143,-247
69115,Falling,992,-2,122
69116,Falling,982,84,129
69117,Falling,990,1,26
69118,Falling,1020,-43,195
69119,Falling,1001,-37,27
69120,Falling,1037,-90,-6
69121,Falling,1069,-83,-10
69122,Falling,1024,-15,70
69123,Falling,1004,75,9
69124,Falling,900,293,63
69125,Falling,776,474,82
69126,Falling,639,639,22
69127,Falling,655,748,-47
69128,Falling,493,833,-30
69129,Falling,431,825,-25
69130,Falling,362,941,-10
69131,Falling,221,976,-36
69132,Falling,173,910,-5
69133,Falling,95,939,-38
69134,Falling,-282,1230,-156
69135,Falling,-107,1103,-33
69136,Falling,75,986,-36
69137,Falling,-49,985,-57
69138,Falling,18,985,-4
69139,Falling,31,995,72
69140,Falling,-171,1213,-41
69141,Falling,-81,1158,-24
69142,Falling,195,921,4
69143,Falling,330,888,2
69144,Falling,348,785,-35
69145,Falling,517,810,-31
69146,Falling,702,594,5
69147,Falling,782,541,-30
69148,Falling,848,414,62
69149,Falling,883,339,35
69150,Falling,895,354,-82
69151,Falling,1000,123,-26
69152,Falling,906,184,51
69153,Falling,910,-377,67
69154,Falling,998,-208,47
69155,Falling,994,55,1
69156,Falling,1023,2,-35
69157,Falling,990,-12,57
69158,Falling,982,-12,85
69159,Falling,937,10,221
69160,Falling,896,71,376
69161,Falling,832,16,497
69162,Falling,766,23,592
69163,Falling,665,52,752
69164,Falling,552,37,813
69165,Falling,481,42,869
69166,Falling,347,31,971
69167,Falling,288,-72,1040
69168,Falling,155,176,1030
69169,Falling,97,46,1054
69170,Falling,48,56,1053
69171,Falling,23,78,1136
69172,Falling,-13,39,1033
69173,Falling,-11,73,1027
69174,Falling,72,107,1105
69175,Falling,16,-51,1089
69176,Falling,59,80,1098
69177,Falling,198,39,1033
69178,Falling,294,15,959
69179,Falling,492,62,885
69180,Falling,558,7,810
69181,Falling,685,5,679
69182,Falling,748,107,586
69183,Falling,865,17,438
69184,Falling,928,-7,272
69185,Falling,958,15,199
69186,Falling,973,-20,132
69187,Falling,1001,-17,31
69188,Falling,1024,-108,66
69189,Falling,1001,153,-28
69190,Falling,998,50,109
69191,Falling,998,-373,-4
69192,Falling,1110,-236,73
69193,Falling,1060,126,62
69194,Falling,1126,135,21
69195,Falling,1070,13,110
69196,Falling,949,17,16
69197,Falling,931,-336,102
69198,Falling,866,-454,100
69199,Falling,726,-612,79
69200,Falling,485,-776,176
69201,Falling,381,-871,120
69202,Falling,327,-919,101
69203,Falling,177,-972,80
69204,Falling,146,-991,83
69205,Falling,44,-1033,110
69206,Falling,24,-1052,81
69207,Falling,34,-1030,109
69208,Falling,0,-1031,84
69209,Falling,-42,-1035,90
69210,Falling,-136,-1152,108
69211,Falling,-47,-1085,102
69212,Falling,49,-1013,83
69213,Falling,153,-984,71
69214,Falling,349,-864,91
69215,Falling,501,-791,75
69216,Falling,606,-708,63
69217,Falling,686,-658,145
69218,Falling,767,-561,55
69219,Falling,890,-431,69
69220,Falling,899,-364,91
69221,Falling,910,-246,46
69222,Falling,962,-144,44
69223,Falling,1030,-52,71
69224,Falling,1018,-56,72
69225,Falling,806,-85,11
69226,Falling,1107,129,113
69227,Falling,1114,84,54
69228,Falling,1070,12,51
69229,Falling,1046,-13,-60
69230,Falling,973,-66,-187
69231,Falling,946,-53,-222
69232,Falling,794,-48,-395
69233,Falling,755,16,-508
69234,Falling,660,-130,-613
69235,Falling,472,-69,-763
69236,Falling,396,-63,-836
69237,Falling,303,-35,-878
69238,Falling,281,-82,-880
69239,Falling,156,-67,-930
69240,Falling,13,-77,-1013
69241,Falling,-61,-58,-1024
69242,Falling,-17,16,-991
69243,Falling,-48,-66,-1009
69244,Falling,-194,-33,-1115
69245,Falling,-76,-100,-1035
69246,Falling,73,-72,-971
69247,Falling,214,-46,-904
69248,Falling,375,-42,-830
69249,Falling,480,-105,-769
69250,Falling,589,-33,-686
69251,Falling,728,-49,-595
69252,Falling,767,-49,-549
69253,Falling,812,-22,-485
69254,Falling,799,-55,-429
69255,Falling,999,-43,-210
69256,Falling,972,-23,-157
69257,Falling,961,62,-12
69258,Falling,962,41,67
69259,Falling,1253,300,-164
69260,Falling,1008,24,-17
69261,Falling,1008,51,39
69262,Falling,1009,-77,82
69263,Falling,1006,-5,1
69264,Falling,1001,-104,64
69265,Falling,1027,-148,-18
69266,Falling,1057,-112,54
69267,Falling,1065,-85,61
69268,Falling,999,43,39
69269,Falling,915,217,19
69270,Falling,807,423,-22
69271,Falling,708,592,-36
69272,Falling,641,680,-17
69273,Falling,503,828,-47
69274,Falling,384,906,-55
69275,Falling,416,832,-16
69276,Falling,202,999,-49
69277,Falling,157,1044,-2
69278,Falling,-152,1406,-94
69279,Falling,-14,1089,-102
69280,Falling,83,845,-113
69281,Falling,207,798,-35
69282,Falling,-211,928,-86
69283,Falling,5,1010,-157
69284,Falling,-13,1020,-66
69285,Falling,-38,1230,-71
69286,Falling,16,976,-104
69287,Falling,168,975,-72
69288,Falling,293,928,-49
69289,Falling,388,862,-49
69290,Falling,558,725,-15
69291,Falling,663,668,-6
69292,Falling,770,526,10
69293,Falling,852,406,-62
69294,Falling,885,310,1
69295,Falling,938,258,2
69296,Falling,962,110,-8
69297,Falling,1106,5,18
69298,Falling,844,118,-18
69299,Falling,1014,-110,51
69300,Falling,1010,-42,63
69301,Falling,976,36,93
69302,Falling,943,-14,256
69303,Falling,901,31,392
69304,Falling,854,25,460
69305,Falling,764,-8,580
69306,Falling,656,25,747
69307,Falling,568,39,816
69308,Falling,418,35,942
69309,Falling,324,35,975
69310,Falling,191,-19,980
69311,Falling,164,82,1012
69312,Falling,116,69,1030
69313,Falling,-45,193,1038
69314,Falling,-157,84,992
69315,Falling,-40,107,971
69316,Falling,-123,190,1227
69317,Falling,40,48,1095
69318,Falling,94,21,1063
69319,Falling,265,-9,1003
69320,Falling,318,26,927
69321,Falling,423,-63,741
69322,Falling,795,29,565
69323,Falling,794,-121,635
69324,Falling,853,30,415
69325,Falling,848,224,426
69326,Falling,946,-74,171
69327,Falling,978,-110,-25
69328,Falling,692,-86,215
69329,Falling,1027,-45,-95
69330,Falling,1067,-27,-18
69331,Falling,1071,347,213
69332,Falling,1136,290,70
69333,Falling,1104,106,1
69334,Falling,1070,-188,-44
69335,Falling,874,24,201
69336,Falling,829,-407,53
69337,Falling,752,-515,64
69338,Falling,474,-712,101
69339,Falling,295,-844,202
69340,Falling,111,-1019,170
69341,Falling,71,-1080,96
69342,Falling,49,-1020,74
69343,Falling,107,-947,105
69344,Falling,37,-976,90
69345,Falling,141,-1271,72
69346,Falling,-100,-1036,98
69347,Falling,-34,-1034,76
69348,Falling,73,-1188,89
69349,Falling,27,-1067,120
69350,Falling,133,-971,97
69351,Falling,246,-874,85
69352,Falling,426,-832,102
69353,Falling,630,-671,56
69354,Falling,645,-684,117
69355,Falling,787,-529,26
69356,Falling,887,-318,78
69357,Falling,936,-160,77
69358,Falling,960,-124,55
69359,Falling,1041,-28,114
69360,Falling,944,-205,15
69361,Falling,1052,-25,7
69362,Falling,1012,133,120
69363,Falling,1161,-6,137
69364,Falling,1132,-49,68
69365,Falling,1070,-52,5
69366,Falling,1004,36,-114
69367,Falling,921,0,-242
69368,Falling,823,-101,-372
69369,Falling,771,-48,-469
69370,Falling,652,-64,-587
69371,Falling,517,-53,-689
69372,Falling,301,-24,-817
69373,Falling,113,-42,-939
69374,Falling,32,-99,-969
69375,Falling,-17,-84,-1000
69376,Falling,-521,-180,-1579
69377,Falling,-84,-116,-966
69378,Falling,-28,-52,-981
69379,Falling,-114,-87,-1038
69380,Falling,-160,-57,-1087
69381,Falling,21,-89,-983
69382,Falling,200,-73,-881
69383,Falling,313,-42,-818
69384,Falling,484,-34,-716
69385,Falling,673,-40,-596
69386,Falling,788,-52,-485
69387,Falling,852,-18,-403
69388,Falling,903,-49,-245
69389,Falling,964,-47,-129
69390,Falling,966,-10,-41
69391,Falling,973,-12,38
69392,Falling,629,-557,70
69393,Falling,1014,-68,166
69394,Falling,991,-9,-6
69395,Falling,1081,-122,46
69396,Falling,1014,-6,14
69397,Falling,1021,18,26
69398,Falling,954,152,2
69399,Falling,863,346,-20
69400,Falling,795,512,14
69401,Falling,772,548,10
69402,Falling,652,672,-50
69403,Falling,564,714,-32
69404,Falling,347,873,-52
69405,Falling,247,983,-58
69406,Falling,140,1021,-84
69407,Falling,81,890,-37
69408,Falling,-51,930,-68
69409,Falling,-6,1034,109
69410,Falling,-27,1150,-27
69411,Falling,8,974,-79
69412,Falling,-58,1096,-90
69413,Falling,57,966,-105
69414,Falling,164,975,-10
69415,Falling,258,1005,45
69416,Falling,322,972,183
69417,Falling,432,832,137
69418,Falling,695,503,-26
69419,Falling,768,475,37
69420,Falling,839,391,-76
69421,Falling,926,203,12
69422,Falling,957,95,15
69423,Falling,1021,-51,82
69424,Falling,971,1,104
69425,Falling,1003,-58,45
69426,Falling,1006,-101,73
69427,Falling,1013,-37,-10
69428,Falling,982,-54,122
69429,Falling,947,-45,233
69430,Falling,920,-20,321
69431,Falling,865,15,454
69432,Falling,801,10,550
69433,Falling,732,17,667
69434,Falling,676,45,727
69435,Falling,582,7,862
69436,Falling,515,7,886
69437,Falling,431,15,932
69438,Falling,355,15,969
69439,Falling,286,40,972
69440,Falling,101,60,996
69441,Falling,136,89,1012
69442,Falling,98,70,1041
69443,Falling,13,9,1126
69444,Falling,16,63,1032
69445,Falling,9,62,990
69446,Falling,56,101,1225
69447,Falling,-26,33,1033
69448,Falling,-61,71,1086
69449,Falling,20,88,1184
69450,Falling,50,0,1123
69451,Falling,152,43,1059
69452,Falling,330,31,968
69453,Falling,497,45,806
69454,Falling,639,47,717
69455,Falling,783,-2,526
69456,Falling,836,-15,416
69457,Falling,892,-48,332
69458,Falling,955,-84,185
69459,Falling,1050,-85,-72
69460,Falling,1199,-252,29
69461,Falling,1048,433,0
69462,Falling,962,8,-110
69463,Falling,972,-20,-183
69464,Falling,969,-43,-247
69465,Falling,891,-56,-340
69466,Falling,771,-28,-474
69467,Falling,770,-98,-532
69468,Falling,708,-71,-602
69469,Falling,567,-79,-689
69470,Falling,481,-58,-749
69471,Falling,321,-84,-818
69472,Falling,188,-102,-865
69473,Falling,-287,-57,-1047
69474,Falling,32,-146,-1140
69475,Falling,-241,123,-1034
69476,Falling,-112,52,-1025
69477,Falling,-60,-85,-1021
69478,Falling,12,-102,-997
69479,Falling,-11,-97,-1039
69480,Falling,14,-103,-1007
69481,Falling,258,-32,-868
69482,Falling,443,-105,-762
69483,Falling,526,-55,-710
69484,Falling,687,-46,-570
69485,Falling,837,-10,-459
69486,Falling,774,-41,-436
69487,Falling,922,-114,-237
69488,Falling,894,-44,-147
69489,Falling,965,32,77
69490,Falling,1392,-98,195
69491,Falling,1002,-65,146
69492,Falling,992,13,101
69493,Falling,1019,-50,65
69494,Falling,998,4,4
69495,Falling,1042,-108,98
69496,Falling,917,-98,-266
69497,Falling,1106,-158,-50
69498,Falling,1032,-31,79
69499,Falling,933,94,142
69500,Falling,794,340,45
69501,Falling,671,534,-165
69502,Falling,497,757,-33
69503,Falling,358,851,-91
69504,Falling,193,830,-61
69505,Falling,-102,866,26
69506,Falling,-135,892,160
69507,Falling,-127,957,-110
69508,Falling,63,928,-177
69509,Falling,25,937,-45
69510,Falling,-133,1113,-201
69511,Falling,-4,929,-65
69512,Falling,97,1002,-45
69513,Falling,194,977,-128
69514,Falling,145,976,-77
69515,Falling,368,854,-139
69516,Falling,574,711,-46
69517,Falling,700,595,-11
69518,Falling,841,439,-51
69519,Falling,878,388,-23
69520,Falling,883,354,-20
69521,Falling,948,204,-4
69522,Falling,969,119,46
69523,Falling,1025,-73,21
69524,Falling,1134,-137,-28
69525,Falling,1006,-38,-13
69526,Falling,961,-71,177
69527,Falling,932,29,249
69528,Falling,893,75,412
69529,Falling,825,26,571
69530,Falling,798,16,580
69531,Falling,685,31,758
69532,Falling,641,75,770
69533,Falling,542,83,840
69534,Falling,432,12,865
69535,Falling,361,67,963
69536,Falling,300,57,953
69537,Falling,189,199,937
69538,Falling,149,58,1056
69539,Falling,102,87,957
69540,Falling,46,75,1134
69541,Falling,-23,67,1098
69542,Falling,-32,58,1093
69543,Falling,-32,82,1237
69544,Falling,79,52,1106
69545,Falling,187,50,1052
69546,Falling,324,54,958
69547,Falling,514,0,763
69548,Falling,592,68,807
69549,Falling,672,24,772
69550,Falling,717,15,726
69551,Falling,805,-1,563
69552,Falling,863,25,430
69553,Falling,947,-9,199
69554,Falling,974,-32,113
69555,Falling,1001,10,54
69556,Falling,972,55,20
69557,Falling,958,62,126
69558,Falling,1020,-91,-23
69559,Falling,1015,-112,70
69560,Falling,987,-276,96
69561,Falling,1306,102,-45
69562,Falling,1090,-233,149
69563,Falling,1137,-210,6
69564,Falling,978,122,49
69565,Falling,825,-96,179
69566,Falling,606,-721,128
69567,Falling,465,-843,100
69568,Falling,378,-902,108
69569,Falling,266,-964,125
69570,Falling,231,-936,108
69571,Falling,86,-1034,115
69572,Falling,19,-1025,110
69573,Falling,-27,-1068,106
69574,Falling,-6,-1011,86
69575,Falling,-37,-1026,114
69576,Falling,-126,-1154,116
69577,Falling,92,-1025,104
69578,Falling,86,-987,138
69579,Falling,309,-901,96
69580,Falling,378,-845,45
69581,Falling,530,-754,76
69582,Falling,685,-660,38
69583,Falling,759,-501,74
69584,Falling,893,-411,40
69585,Falling,935,-379,78
69586,Falling,991,-224,90
69587,Falling,1045,-107,84
69588,Falling,1002,-39,69
69589,Falling,910,8,99
69590,Falling,913,39,-114
69591,Falling,944,1,108
69592,Falling,1219,51,128
69593,Falling,1096,-54,98
69594,Falling,1136,-41,3
69595,Falling,1048,27,-67
69596,Falling,903,-3,-252
69597,Falling,697,-32,-399
69598,Falling,565,-119,-643
69599,Falling,406,-41,-806
69600,Falling,354,-60,-870
69601,Falling,388,-96,-846
69602,Falling,301,-79,-852
69603,Falling,168,-65,-913
69604,Falling,45,-111,-978
69605,Falling,-101,-141,-972
69606,Falling,19,-26,-1044
69607,Falling,94,-111,-951
69608,Falling,18,-116,-982
69609,Falling,-13,-54,-983
69610,Falling,-72,-95,-1070
69611,Falling,-42,-147,-1047
69612,Falling,-9,-64,-996
69613,Falling,70,-62,-965
69614,Falling,208,-65,-901
69615,Falling,417,-110,-804
69616,Falling,591,-62,-690
69617,Falling,532,-63,-705
69618,Falling,689,-85,-566
69619,Falling,802,-70,-435
69620,Falling,857,5,-288
69621,Falling,915,-47,-144
69622,Falling,869,-10,75
69623,Falling,1008,-16,172
69624,Falling,1020,36,-51
69625,Falling,987,-81,188
69626,Falling,1017,-105,53
69627,Falling,1111,-208,58
69628,Falling,1064,-9,97
69629,Falling,998,32,3
69630,Falling,961,74,-20
69631,Falling,853,358,-14
69632,Falling,746,536,-15
69633,Falling,639,730,-52
69634,Falling,541,759,-59
69635,Falling,480,810,-5
69636,Falling,438,924,-60
69637,Falling,238,946,-77
69638,Falling,178,931,-60
69639,Falling,203,1042,-125
69640,Falling,19,976,-93
69641,Falling,103,973,-86
69642,Falling,38,939,117
69643,Falling,-5,961,-8
69644,Falling,-45,981,-57
69645,Falling,-20,981,-72
69646,Falling,-9,978,-70
69647,Falling,-23,980,-68
69648,Falling,-32,986,-68
69649,Falling,-53,1031,-69
69650,Falling,3,898,-90
69651,Falling,-3,1012,-138
69652,Falling,103,967,-112
69653,Falling,154,964,-11
69654,Falling,167,969,86
69655,Falling,490,849,32
69656,Falling,544,819,35
69657,Falling,631,664,44
69658,Falling,690,586,49
69659,Falling,827,363,79
69660,Falling,924,207,39
69661,Falling,975,89,70
69662,Falling,1081,-185,173
69663,Falling,769,-89,162
69664,Falling,991,-22,-13
69665,Falling,1006,-144,240
69666,Falling,888,-35,269
69667,Falling,754,0,371
69668,Falling,879,120,387
69669,Falling,1014,118,478
69670,Falling,606,37,786
69671,Falling,473,-32,872
69672,Falling,370,55,929
69673,Falling,287,64,1023
69674,Falling,214,158,1057
69675,Falling,15,-117,1081
69676,Falling,-65,66,1010
69677,Falling,92,211,1174
69678,Falling,-72,60,932
69679,Falling,-71,83,1047
69680,Falling,-29,78,1016
69681,Falling,-15,67,1020
69682,Falling,-22,72,1019
69683,Falling,-17,107,1038
69684,Falling,52,111,1117
69685,Falling,17,52,1120
69686,Falling,127,39,1048
69687,Falling,245,48,978
69688,Falling,373,38,912
69689,Falling,475,12,848
69690,Falling,578,14,793
69691,Falling,896,49,752
69692,Falling,807,-22,581
69693,Falling,874,-24,450
69694,Falling,882,-14,450
69695,Falling,925,-35,339
69696,Falling,962,-34,256
69697,Falling,976,-57,220
69698,Falling,991,59,131
69699,Falling,973,201,49
69700,Falling,854,-438,585
69701,Falling,1090,318,-40
69702,Falling,1233,77,38
69703,Falling,1120,56,88
69704,Falling,1110,151,45
69705,Falling,979,-127,-4
69706,Falling,931,-200,116
69707,Falling,708,-542,214
69708,Falling,556,-690,154
69709,Falling,368,-799,103
69710,Falling,286,-854,108
69711,Falling,-12,-1126,-5
69712,Falling,35,-1041,110
69713,Falling,-25,-946,22
69714,Falling,160,-728,98
69715,Falling,-46,-1008,148
69716,Falling,43,-1010,94
69717,Falling,-8,-1004,96
69718,Falling,-20,-1009,82
69719,Falling,-19,-1005,112
69720,Falling,-3,-1005,107
69721,Falling,1,-1005,104
69722,Falling,0,-1008,99
69723,Falling,-2,-1008,100
69724,Falling,0,-1008,104
69725,Falling,0,-1008,96
69726,Falling,21,-1007,99
69727,Falling,-11,-1023,57
69728,Falling,-80,-1049,49
69729,Falling,34,-1103,86
69730,Falling,145,-1081,166
69731,Falling,222,-860,123
69732,Falling,397,-725,75
69733,Falling,479,-852,111
69734,Falling,568,-753,130
69735,Falling,789,-547,108
69736,Falling,762,-391,82
69737,Falling,991,-316,68
69738,Falling,1014,-67,28
69739,Falling,948,-12,-10
69740,Falling,964,46,179
69741,Falling,1612,-420,397
69742,Falling,1475,116,175
69743,Falling,1072,196,-25
69744,Falling,1048,40,3
69745,Falling,880,-27,-266
69746,Falling,792,-154,-349
69747,Falling,774,-37,-460
69748,Falling,595,-66,-627
69749,Falling,497,-73,-669
69750,Falling,217,-101,-884
69751,Falling,213,-106,-882
69752,Falling,30,-52,-1027
69753,Falling,-31,-67,-1000
69754,Falling,-208,-188,-1339
69755,Falling,19,-44,-981
69756,Falling,-8,-66,-994
69757,Falling,41,-163,-975
69758,Falling,45,-114,-983
69759,Falling,32,-32,-977
69760,Falling,9,-44,-974
69761,Falling,22,-108,-980
69762,Falling,17,-100,-979
69763,Falling,16,-61,-977
69764,Falling,21,-54,-976
69765,Falling,18,-81,-977
69766,Falling,15,-82,-977
69767,Falling,2,-42,-981
69768,Falling,-30,-81,-1000
69769,Falling,-167,-115,-1106
69770,Falling,-24,-110,-1005
69771,Falling,12,24,-1043
69772,Falling,192,-112,-831
69773,Falling,508,77,-577
69774,Falling,563,-78,-613
69775,Falling,867,-71,-386
69776,Falling,861,-191,-319
69777,Falling,943,-89,-193
69778,Falling,943,-106,-157
69779,Falling,940,-33,95
69780,Falling,929,-80,169
69781,Falling,1016,-35,25
69782,Falling,1049,-115,111
69783,Falling,1140,-229,195
69784,Falling,1034,-106,-57
69785,Falling,913,122,6
69786,Falling,771,366,-21
69787,Falling,563,728,-26
69788,Falling,501,769,-25
69789,Falling,277,958,-47
69790,Falling,210,975,-57
69791,Falling,111,934,-99
69792,Falling,58,1119,-103
69793,Falling,58,1006,-47
69794,Falling,-70,1035,-104
69795,Falling,0,968,-21
69796,Falling,-34,996,-42
69797,Falling,-44,978,35
69798,Falling,-53,983,-49
69799,Falling,-25,973,-88
69800,Falling,-41,981,-68
69801,Falling,-31,978,-62
69802,Falling,-40,979,-57
69803,Falling,-45,988,-63
69804,Falling,-64,1018,-13
69805,Falling,-61,1058,-45
69806,Falling,-24,944,-62
69807,Falling,-27,1047,-48
69808,Falling,180,1007,-65
69809,Falling,200,969,-108
69810,Falling,259,966,62
69811,Falling,389,929,31
69812,Falling,494,771,13
69813,Falling,688,608,48
69814,Falling,795,470,-57
69815,Falling,842,451,29
69816,Falling,905,336,-10
69817,Falling,941,239,18
69818,Falling,945,139,4
69819,Falling,1011,10,16
69820,Falling,1038,-83,71
69821,Falling,1055,-9,33
69822,Falling,851,-77,151
69823,Falling,788,-401,217
69824,Falling,940,85,413
69825,Falling,733,106,694
69826,Falling,653,124,740
69827,Falling,486,-73,876
69828,Falling,303,80,986
69829,Falling,43,456,1202
69830,Falling,123,-191,927
69831,Falling,544,297,1152
69832,Falling,-20,25,1041
69833,Falling,2,73,1018
69834,Falling,6,72,1022
69835,Falling,11,69,1018
69836,Falling,11,71,1019
69837,Falling,3,75,1018
69838,Falling,8,75,1015
69839,Falling,14,73,1018
69840,Falling,7,73,1016
69841,Falling,5,73,1016
69842,Falling,7,72,1015
69843,Falling,13,66,1018
69844,Falling,7,69,1016
69845,Falling,-13,70,1041
69846,Falling,33,46,1151
69847,Falling,45,36,1063
69848,Falling,110,53,1044
69849,Falling,245,-11,1067
69850,Falling,286,-58,965
69851,Falling,500,3,892
69852,Falling,509,112,806
69853,Falling,755,-19,638
69854,Falling,878,-109,375
69855,Falling,895,7,329
69856,Falling,939,103,293
69857,Falling,947,-91,206
69858,Falling,960,37,122
69859,Falling,625,-141,286
69860,Falling,1051,-25,-45
69861,Falling,1180,-81,61
69862,Falling,1134,179,-73
69863,Falling,971,9,6
69864,Falling,967,-5,41
69865,Falling,889,-358,102
69866,Falling,732,-542,88
69867,Falling,439,-726,157
69868,Falling,301,-892,143
69869,Falling,176,-992,119
69870,Falling,74,-1051,97
69871,Falling,13,-1037,82
69872,Falling,63,-1019,92
69873,Falling,22,-995,90
69874,Falling,99,-1019,132
69875,Falling,-117,-1005,114
69876,Falling,-1,-1003,73
69877,Falling,1,-1007,88
69878,Falling,1,-1007,95
69879,Falling,-5,-1005,120
69880,Falling,0,-1005,101
69881,Falling,4,-1009,95
69882,Falling,0,-1009,96
69883,Falling,0,-1009,91
69884,Falling,-1,-1009,89
69885,Falling,2,-1011,92
69886,Falling,-5,-1010,91
69887,Falling,-76,-1045,92
69888,Falling,-11,-1223,113
69889,Falling,72,-1046,70
69890,Falling,306,-899,66
69891,Falling,391,-792,54
69892,Falling,405,-797,138
69893,Falling,698,-677,81
69894,Falling,726,-569,90
69895,Falling,821,-468,35
69896,Falling,924,-243,106
69897,Falling,1077,-120,31
69898,Falling,1063,-47,76
69899,Falling,995,-1,86
69900,Falling,1353,-231,71
69901,Falling,1195,9,71
69902,Falling,1210,155,100
69903,Falling,1069,141,-11
69904,Falling,870,-60,-175
69905,Falling,744,-114,-415
69906,Falling,649,-49,-526
69907,Falling,472,-148,-687
